PORT_ID,PORT_CD,PORT_NAM,COUNTRY_CD,STATE_CD,COMMENTS_TXT,AS_OF_CD,CAPTURE_DAT,RECORD_STATUS_CD
105128,SAB,"SABANG, INDONESIA",ID,,,CD,5/21/2019,A
100992,LOM,LOMBOK,ID,,,CD,5/21/2019,A
100995,KOE,KUPANG,ID,,,CD,5/21/2019,A
100994,SUB,SURABAYA,ID,,,CD,5/21/2019,A
100993,SRG,SEMARANG,ID,,,CD,5/21/2019,A
100991,JKT,JAKARTA,ID,,,CD,5/21/2019,A
100997,DPS,BENOA (BALI),ID,,,CD,5/21/2019,A
101225,KOM,KOMODO,ID,,,CD,5/21/2019,A
101001,COB,CORK (COBH),IE,,,CD,5/21/2019,A
100998,DUB,DUBLIN,IE,,,CD,5/21/2019,A
100999,WAT,WATERFORD,IE,,,CD,5/21/2019,A
101000,ORK,CORK,IE,,,CD,5/21/2019,A
104888,RIN,"RINGASKIDDY, (CORK), IRELAND",IE,,,CD,5/21/2019,A
102717,BEF,BELFAST(NOT USED),IE,,,CD,5/21/2019,A
105008,DUN,DUBLIN (DUN LAOGHAIRE) IRELAND,IE,,,CD,5/21/2019,A
101003,HFA,HAIFA,IL,,,CD,5/21/2019,A
101002,ASH,ASHDOD,IL,,,CD,5/21/2019,A
103818,CCH,COCHIN,IN,,,CD,5/21/2019,A
103817,MNG,MANGALORE,IN,,,CD,5/21/2019,A
103816,MRM,MORMUGAO GOA,IN,,,CD,5/21/2019,A
103815,BOM,MUMBAI,IN,,,CD,5/21/2019,A
102325,SEY,SEYDHISFJORDHUR,IS,,,CD,5/21/2019,A
102318,ISA,ISAFJORDUR,IS,,,CD,5/21/2019,A
102317,HUS,HUSAVIK,IS,,,CD,5/21/2019,A
103969,AKU,AKUREYRI,IS,,,CD,5/21/2019,A
100990,REY,REYKJAVIK,IS,,,CD,5/21/2019,A
101015,MSN,MESSINA,IT,,,CD,5/21/2019,A
101014,VIA,VIAREGGIO,IT,,,CD,5/21/2019,A
101013,VCE,VENICE,IT,,,CD,5/21/2019,A
101012,RRO,SORRENTO/CAPRI,IT,,,CD,5/21/2019,A
101011,PFO,PORTOFERRAIO,IT,,,CD,5/21/2019,A
101010,LIV,LIVORNO (FLORENCE/PISA),IT,,,CD,5/21/2019,A
101009,NAP,NAPLES/POMPEII,IT,,,CD,5/21/2019,A
101008,CTA,CATANIA,IT,,,CD,5/21/2019,A
102656,CAG,"CAGLIARI, SARDINIA",IT,,,CD,5/21/2019,A
102799,OLB,OLBIA,IT,,,CD,5/21/2019,A
103369,PMO,"PALERMO, SICILY",IT,,,CD,5/21/2019,A
101839,TAO,TAORMINA,IT,,,CD,5/21/2019,A
101838,PTF,PORTOFINO,IT,,,CD,5/21/2019,A
101007,CIV,CIVITAVECCHIA (ROME),IT,,,CD,5/21/2019,A
101006,PSA,PISA,IT,,,CD,5/21/2019,A
101005,GOA,GENOA (MILAN),IT,,,CD,5/21/2019,A
101004,SPE,LA SPEZIA,IT,,,CD,5/21/2019,A
101550,ROM,ROME CONVERSION,IT,,,CD,5/21/2019,A
103688,RAV,RAVENNA,IT,,,CD,5/21/2019,A
101016,STR,STROMBOLI,IT,,,CD,5/21/2019,A
105208,TRE,"TRIESTE, ITALY",IT,,,CD,5/21/2019,A
104968,MES,TRANSIT MESSINA STRAIT,IT,,,CD,5/21/2019,A
101019,MBJ,MONTEGO BAY,JM,,,CD,5/21/2019,A
101018,OCJ,OCHO RIOS,JM,,,CD,5/21/2019,A
103146,FMH,FALMOUTH,JM,,,CD,5/21/2019,A
102420,AQB,AQABA,JO,,,CD,5/21/2019,A
102416,AMM,AMMAN,JO,,,CD,5/21/2019,A
104248,KCZ,KOCHI,JP,,,CD,5/21/2019,A
104249,KKJ,KITAKYUSHU,JP,,,CD,5/21/2019,A
104250,MYZ,MIYAZAKI,JP,,,CD,5/21/2019,A
104251,YAT,YATSUSHIRO,JP,,,CD,5/21/2019,A
104252,HK1,HAKATA (FUKUOKA),JP,,,CD,5/21/2019,A
104469,HSM,HIROSHIMA,JP,,,CD,5/21/2019,A
104488,YON,YONAGUNI,JP,,,CD,5/21/2019,A
104668,YOK,"TOKYO (YOKOHAMA), JAPAN",JP,,,CD,5/21/2019,A
105328,HSH,"HOSOSHIMA, JAPAN",JP,,,CD,5/21/2019,A
105329,HOH,"HOSOSHIMA, JAPAN",JP,,,CD,5/21/2019,A
105330,KUM,"KUMAMOTO (YATSUSHIRO), JAPAN",JP,,,CD,5/21/2019,A
105348,KON,CRUISE KANMON STRAIT,JP,,,CD,5/21/2019,A
104628,AOM,AOMORI,JP,,,CD,5/21/2019,A
104328,SAK,SAKAIMINATO,JP,,,CD,5/21/2019,A
104808,SAS,"NAGASAKI (SASEBO), JAPAN",JP,,,CD,5/21/2019,A
104688,SKT,SAKATA,JP,,,CD,5/21/2019,A
104689,SAP,SAPPORO (OTARU),JP,,,CD,5/21/2019,A
104690,KZW,KANAZAWA,JP,,,CD,5/21/2019,A
104608,NGO,NAGOYA,JP,,,CD,5/21/2019,A
104768,SHI,SHIMONOSEKI,JP,,,CD,5/21/2019,A
104788,YGI,YONAGUNI,JP,,,CD,5/21/2019,A
101020,MUR,MURORAN,JP,,,CD,5/21/2019,A
101021,KOJ,KAGOSHIMA,JP,,,CD,5/21/2019,A
101022,NGS,NAGASAKI,JP,,,CD,5/21/2019,A
101023,HKD,HAKODATE,JP,,,CD,5/21/2019,A
101024,OSA,"KYOTO (OSAKA), JAPAN",JP,,,CD,5/21/2019,A
101025,TYO,TOKYO,JP,,,CD,3/28/2017,D
104064,NAG,NAGASAKI,JP,,,CD,5/10/2017,D
104065,KOB,"KYOTO (KOBE), JAPAN",JP,,,CD,5/21/2019,A
104066,TOK,TOKYO,JP,,,CD,5/21/2019,A
104548,NAH,NAHA (OKINAWA),JP,,,CD,5/21/2019,A
105288,MIY,"MIYAKO-JIMA (OKINAWA), JAPAN",JP,,,CD,5/21/2019,A
105269,NII,"NIGATA, JAPAN",JP,,,CD,5/21/2019,A
105268,AKI,"AKITA, JAPAN",JP,,,CD,5/21/2019,A
104549,ISH,"ISHIGAKI (OKINAWA), JAPAN",JP,,,CD,5/21/2019,A
104508,BE9,BEPPU,JP,,,CD,5/21/2019,A
104528,SMZ,"MOUNT FUJI (SHIMIZU), JAPAN",JP,,,CD,5/21/2019,A
102499,MBA,MOMBASA,KE,,,CD,5/21/2019,A
103824,SH1,SIHANOUKVILLE,KH,,,CD,5/21/2019,A
101100,CXI,CHRISTMAS ISLAND,KI,,,CD,5/21/2019,A
101101,FAN,FANNING ISLAND,KI,,,CD,5/21/2019,A
102436,MYT,MAYOTTE,KM,,,CD,5/21/2019,A
101122,NEV,CHARLESTOWN,KN,,,CD,5/21/2019,A
101124,BAS,BASSETERRE,KN,,,CD,5/21/2019,A
101123,SKB,ST. KITTS,KN,,,CD,5/21/2019,A
101026,PUS,BUSAN,KR,,,CD,5/21/2019,A
104129,INC,SEOUL (INCHEON),KR,,,CD,5/21/2019,A
104063,JJU,JEJU,KR,,,CD,5/21/2019,A
100977,GEC,GEORGE TOWN,KY,,,CD,5/21/2019,A
101125,SLU,ST.LUCIA,LC,,,CD,5/21/2019,A
103819,COL,COLOMBO,LK,,,CD,5/21/2019,A
102116,KLJ,KLAIPEDA,LT,,,CD,5/21/2019,A
101818,RIX,RIGA,LV,,,CD,5/21/2019,A
101820,TIP,TRIPOLI,LY,,,CD,5/21/2019,A
102556,AGA,AGADIR,MA,,,CD,5/21/2019,A
101046,TNG,TANGIER,MA,,,CD,5/21/2019,A
101045,CAS,CASABLANCA,MA,,,CD,5/21/2019,A
101837,MCM,MONTE CARLO,MC,,,CD,5/21/2019,A
105068,BAR,"BAR, MONTENEGRO",ME,,,CD,5/21/2019,A
103169,KOT,KOTOR,ME,,,CD,5/21/2019,A
102500,NOS,NOSY BE,MG,,,CD,5/21/2019,A
101031,FDF,"FORT-DE-FRANCE, MARTINIQUE",MQ,,,CD,5/21/2019,A
100845,MLA,VALLETTA,MT,,,CD,5/21/2019,A
105029,LUI,"PORT LOUIS, MAURITIUS",MU,,,CD,5/21/2019,A
105034,MAL,"MALE, MALDIVES",MV,,,CD,5/21/2019,A
102780,TPB,TOPOLOBAMPO,MX,BCS,,CD,5/21/2019,A
102779,LAP,LA PAZ (PICHILINGUE),MX,BCS,,CD,5/21/2019,A
103188,PMD,PUERTO CHIAPAS,MX,,,CD,5/21/2019,A
102076,PGO,"PROGRESO, YUCATAN",MX,YUC,,CD,5/21/2019,A
101575,HUX,HUATULCO,MX,OAX,,CD,5/21/2019,A
101044,ACA,ACAPULCO,MX,GRO,,CD,5/21/2019,A
101043,CUN,CANCUN,MX,ROO,,CD,5/21/2019,A
101042,ESE,ENSENADA,MX,BCN,,CD,5/21/2019,A
101041,CZM,COZUMEL,MX,ROO,,CD,5/21/2019,A
101040,CLI,CALICA,MX,,,CD,5/21/2019,A
101038,PVR,PUERTO VALLARTA,MX,JAL,,CD,5/21/2019,A
101039,CMA,COSTA MAYA,MX,,,CD,5/21/2019,A
101037,PCM,PLAYA DEL CARMEN,MX,ROO,,CD,5/21/2019,A
101036,MZT,MAZATLAN,MX,,,CD,5/21/2019,A
101035,ZLO,MANZANILLO,MX,,,CD,5/21/2019,A
101034,CSL,CABO SAN LUCAS,MX,BCS,,CD,5/21/2019,A
101033,XIH,ZIHUATANEJO/IXTAPA,MX,GRO,,CD,5/21/2019,A
101032,PMS,PUERTO MORELOS (CANCUN),MX,ROO,,CD,5/21/2019,A
103820,LKW,LANGKAWI,MY,,,CD,5/21/2019,A
101030,PEN,PENANG,MY,,,CD,5/21/2019,A
101029,KEM,KEMAMAN,MY,,,CD,5/21/2019,A
101028,KUL,KUALA LUMPUR,MY,,,CD,5/21/2019,A
101027,KUA,KUANTAN PAHANG,MY,,,CD,5/21/2019,A
103827,KKB,KOTA KINABALU,MY,,,CD,5/21/2019,A
103821,PKG,PORT KLANG (KUALA LAMPUR),MY,,,CD,5/21/2019,A
102502,WVB,WALVIS BAY,NA,,,CD,5/21/2019,A
101054,ILP,ISLE OF PINES,NC,,,CD,5/21/2019,A
101053,AME,AMEDEE ISLAND,NC,,,CD,5/21/2019,A
104054,IDP,ISLE OF PINES,NC,,,CD,5/21/2019,A
101055,LIF,LIFOU,NC,,,CD,5/21/2019,A
101056,NOU,NOUMEA,NC,,,CD,5/21/2019,A
105151,MAR,"MARE, NEW CALEDONIA",NC,,,CD,5/21/2019,A
101071,CIO,CORINTO,NI,,,CD,5/21/2019,A
102216,SJS,SAN JUAN DEL SUR,NI,,,CD,5/21/2019,A
104148,IJM,AMSTERDAM (IJMUIDEN),NL,,,CD,5/21/2019,A
101051,AMS,AMSTERDAM,NL,,,CD,5/21/2019,A
101052,RTM,ROTTERDAM,NL,,,CD,5/21/2019,A
101524,EEH,EEMSHAVEN,NL,,,CD,5/21/2019,A
104288,EIN,EINDHOVEN,NL,,,CD,5/21/2019,A
101079,OSL,OSLO,NO,,,CD,5/21/2019,A
101080,JND,ROSENDAL,NO,,,CD,5/21/2019,A
101081,TRD,TRONDHEIM,NO,,,CD,5/21/2019,A
101082,UVK,ULVIK,NO,,,CD,5/21/2019,A
101083,BGO,BERGEN,NO,7,,CD,5/21/2019,A
101084,SVG,STAVANGER,NO,,,CD,5/21/2019,A
101085,AES,ALESUND,NO,,,CD,5/21/2019,A
101086,GNR,GEIRANGER,NO,,,CD,5/21/2019,A
101087,GVG,GUDVANGEN,NO,,,CD,5/21/2019,A
101088,GRD,GRAVDAL,NO,,,CD,5/21/2019,A
103528,LKN,LEKNES,NO,,,CD,5/21/2019,A
103568,CAC,CROSS THE ARTIC CIRCLE,NO,,,CD,5/21/2019,A
103988,SKJ,SKJOLDEN,NO,,,CD,5/21/2019,A
101078,OLD,OLDEN,NO,,,CD,5/21/2019,A
101077,MOL,MOLDE,NO,,,CD,5/21/2019,A
101076,HVG,HONNINGSVAG,NO,,,CD,5/21/2019,A
101075,HSY,HELLESYLT,NO,,,CD,5/21/2019,A
101074,FLM,FLAM,NO,,,CD,5/21/2019,A
101073,AND,AANDALSNES,NO,,,CD,5/21/2019,A
104928,NRD,"NORDFJORDEID, NORWAY",NO,,,CD,5/21/2019,A
100812,CGS,CRUISE SVARTISEN GLACIER,NO,,,CD,5/21/2019,A
102696,LYR,LONGYEARBYEN,NO,,,CD,5/21/2019,A
101957,TOS,TROMSO,NO,,,CD,5/21/2019,A
103588,HFT,HAMMERFEST,NO,,,CD,5/21/2019,A
101221,KRD,KRISTIANSUND,NO,,,CD,5/21/2019,A
104149,HAU,HAUGESUND,NO,,,CD,5/21/2019,A
105368,EID,"EIDFJORD, NORWAY",NO,,,CD,5/21/2019,A
101072,KRS,KRISTIANSAND,NO,,,CD,5/21/2019,A
101069,ORR,DUNEDIN,NZ,,,CD,5/21/2019,A
100784,CMS,CRUISE MILFORD SOUND,NZ,,,CD,5/21/2019,A
101060,BYO,BAY OF ISLANDS,NZ,,,CD,5/21/2019,A
101061,DGO,CRUISE DOUBTFUL SOUND,NZ,,,CD,5/21/2019,A
101062,SHC,SHIP'S COVE,NZ,,,CD,5/21/2019,A
101063,LYT,LYTTLETON,NZ,,,CD,5/21/2019,A
101064,PCN,"MARLBOROUGH (PICTON), NZ",NZ,,,CD,5/21/2019,A
101065,TAU,TAURANGA,NZ,,,CD,5/21/2019,A
101066,WLG,WELLINGTON,NZ,,,CD,5/21/2019,A
101067,CHC,CHRISTCHURCH,NZ,,,CD,5/21/2019,A
101068,NPE,NAPIER,NZ,,,CD,5/21/2019,A
105088,WHA,"WHANGAREI, NEW ZEALAND",NZ,,,CD,5/21/2019,A
101070,AKL,AUCKLAND,NZ,,,CD,5/21/2019,A
100859,JDU,CRUISE DUSKY SOUND,NZ,,,CD,5/21/2019,A
103834,MFS,MILFORD SOUND,NZ,,,CD,5/21/2019,A
103835,AKA,AKAROA,NZ,,,CD,5/21/2019,A
104059,GIS,GISBORNE,NZ,,,CD,5/21/2019,A
104060,DDN,DUNEDIN,NZ,,,CD,3/2/2017,D
103892,ALK,KHASAB,OM,,,CD,5/21/2019,A
103812,MCT,MUSCAT,OM,,,CD,5/21/2019,A
103811,SLL,SALALAH,OM,,,CD,5/21/2019,A
101091,BLB,BALBOA,PA,,,CD,5/21/2019,A
101637,CLN,COLON,PA,,,CD,5/21/2019,A
103628,PCG,"PANAMA CANAL/GATUN LAKE, PANAMA",PA,,,CD,5/21/2019,A
101304,CRB,CRISTOBAL,PA,,,CD,5/21/2019,A
101089,SNB,SAN BLAS ISLANDS,PA,,,CD,5/21/2019,A
101464,SVE,SALAVERRY (TRUJILLO),PE,,,CD,5/21/2019,A
104848,PCO,"PISCO, PERU",PE,,,CD,5/21/2019,A
101092,CLL,CALLAO (LIMA),PE,,,CD,5/21/2019,A
104049,MOO,MOOREA,PF,,,CD,3/28/2017,D
104050,RAI,RAIATEA,PF,,,CD,5/21/2019,A
100972,PPT,PAPEETE,PF,,,CD,5/21/2019,A
100971,MOZ,MOOREA,PF,,,CD,5/21/2019,A
100970,BOB,BORA BORA,PF,,,CD,5/21/2019,A
103971,NHH,NUKU HIVA,PF,,,CD,6/2/2016,D
104188,FAK,FAKARAVA,PF,,,CD,5/21/2019,A
104048,BRB,BORA BORA,PF,,,CD,5/21/2019,A
103970,RGI,RANGIROA,PF,,,CD,5/21/2019,A
103971,NHV,NUKU HIVA,PF,,,CD,5/21/2019,A
101059,SQT,SAMARAI ISLAND,PG,,,CD,5/21/2019,A
101058,POM,PORT MORESBY,PG,,,CD,5/21/2019,A
104412,DII,DOINI ISLAND,PG,,,CD,5/21/2019,A
104411,KVE,KITAVA,PG,,,CD,5/21/2019,A
104410,RBP,RABAUL,PG,,,CD,5/21/2019,A
104408,GUR,ALOTAU,PG,,,CD,5/21/2019,A
104409,KRW,KIRIWINA ISLAND,PG,,,CD,5/21/2019,A
103848,MNA,MANILA,PH,,,CD,5/21/2019,A
101093,GDY,GDYNIA (GDANSK),PL,,,CD,5/21/2019,A
101816,GDN,GDANSK,PL,,,CD,5/21/2019,A
101099,PRM,PORTIMAO,PT,,,CD,5/21/2019,A
101095,FNC,FUNCHAL,PT,,,CD,5/21/2019,A
102322,LIX,LEIXOES,PT,,,CD,5/21/2019,A
101098,LXO,OPORTO,PT,,,CD,5/21/2019,A
101097,LIS,LISBON,PT,,,CD,5/21/2019,A
101096,HOR,HORTA,PT,,,CD,5/21/2019,A
101094,PDL,PONTA DELGADA,PT,,,CD,5/21/2019,A
105030,PDG,"POINTE DES GALETS, REUNION",RE,,,CD,5/21/2019,A
101102,CND,CONSTANTA,RO,,,CD,5/21/2019,A
101105,AER,SOCHI,RU,,,CD,5/21/2019,A
101103,LED,ST. PETERSBURG,RU,,,CD,5/21/2019,A
101104,VVO,VLADIVOSTOK,RU,,,CD,5/21/2019,A
104648,PET,PETROPAVLOVSK,RU,,,CD,5/21/2019,A
101108,HIR,HONIARA,SB,,,CD,5/21/2019,A
105028,PVI,"PORT VICTORIA, SEYCHELLES",SC,,,CD,5/21/2019,A
102330,YST,YSTAD,SE,,,CD,5/21/2019,A
101224,HGB,HELSINGBORG,SE,,,CD,5/21/2019,A
104368,STA,CRUISE STOCKHOLM ARCHIPELAGO,SE,,,CD,5/21/2019,A
101821,VBY,VISBY,SE,,,CD,5/21/2019,A
101130,KLR,KALMAR,SE,,,CD,5/21/2019,A
101129,STO,STOCKHOLM,SE,,,CD,5/21/2019,A
101131,GOT,GOTHENBURG,SE,,,CD,5/21/2019,A
102903,NYN,NYNASHAMN (STOCKHOLM),SE,,,CD,5/21/2019,A
101107,SIN,SINGAPORE,SG,,,CD,5/21/2019,A
102966,KOP,KOPER,SI,,,CD,5/21/2019,A
100950,AQJ,ACAJUTLA,SV,,,CD,5/21/2019,A
101133,BKK,BANGKOK,TH,,,CD,5/21/2019,A
101134,KCH,KO CHANG,TH,,,CD,5/21/2019,A
101132,USM,KOH SAMUI,TH,,,CD,5/21/2019,A
103823,LCH,LAEM CHABANG,TH,,,CD,5/21/2019,A
103822,KOH,KO SAMUI,TH,,,CD,5/21/2019,A
101135,HKT,PHUKET,TH,,,CD,5/21/2019,A
103388,LGG,"CARTHAGE,  TUNISIA (DO NOT USE)",TN,,,CD,5/21/2019,A
103368,LGN,LA GOULETTE,TN,,,CD,5/21/2019,A
101137,TBU,NUKU'ALOFA,TO,,,CD,5/21/2019,A
101140,DIK,DIKILI,TR,,,CD,5/21/2019,A
101247,AYT,ANTALYA,TR,,,CD,5/21/2019,A
101138,KUS,KUSADASI,TR,,,CD,5/21/2019,A
101139,IST,ISTANBUL,TR,,,CD,5/21/2019,A
103126,ALA,ALANYA,TR,,,CD,5/21/2019,A
